"Construction Statistics from Approved Building Permits"

"Year","Period","Geolocation","Total Number","Total Floor area","Total Value","Residential Number","Residential Floor area","Residential Value","Non-residential Number","Non-residential Floor area","Non-residential Value","Additions Number","Additions Floor area","Additions Value","Alterations/Repairs/Renovations Number","Alterations/Repairs/Renovations Floor area","Alterations/Repairs/Renovations Value","Demolitions Number","Demolitions Floor area","Demolitions Value","Street furnitures... Number","Street furnitures... Floor area","Street furnitures... Value"
"2016","Quarter 3","..Negros Island Region",2693,296852,2437387,2328,213496,1464639,187,83017,841966,17,339,2875,161,..,127907,0,..,0,17,..,7777
"2016","Quarter 4","PHILIPPINES",33746,7757232,97470775,25921,4396124,54669008,4118,3238630,33303738,909,122478,994983,2798,..,8503046,84,..,16751,293,..,324798
"2016","Quarter 4","..National Capital Region (NCR)",3039,2235864,43800570,1506,1312776,24223891,372,908409,12700803,68,14679,124712,1093,..,6751164,54,..,1103,20,..,19639
"2016","Quarter 4","..Cordillera Administrative Region (CAR)",288,93602,1233257,230,47574,475620,34,44581,726605,4,1447,4088,20,..,26943,0,..,0,2,..,891
"2016","Quarter 4","..Region I (Ilocos Region)",2025,275134,2361541,1506,167234,1425133,285,103229,820477,73,4671,35439,161,..,80491,1,..,50,31,..,93900
"2016","Quarter 4","..Region II (Cagayan Valley)",636,126078,1881883,475,58458,645335,110,65499,1171136,23,2121,13689,28,..,51724,4,..,68,10,..,6918
"2016","Quarter 4","..Region III (Central Luzon)",3330,760133,6301305,2427,335517,2923995,520,411592,2991038,94,13024,102392,289,..,283880,5,..,775,33,..,17634
"2016","Quarter 4","..Region IV-A (CALABARZON)",7839,1475177,14449388,6449,924153,9261571,642,513460,4407469,390,37564,441936,358,..,338412,5,..,266,45,..,33773
"2016","Quarter 4","..MIMAROPA Region",625,101843,921404,464,48828,426524,146,52125,483391,7,890,5619,8,..,5870,0,..,0,3,..,2318
"2016","Quarter 4","..Region V (Bicol Region)",662,95383,752879,517,49064,384393,89,45604,343375,8,715,4778,48,..,20333,3,..,0,1,..,15435
"2016","Quarter 4","..Region VI (Western Visayas)",1249,272762,2470888,860,142182,1416789,285,128222,961047,46,2358,15294,58,..,77758,0,..,0,10,..,34336
"2016","Quarter 4","..Region VII (Central Visayas)",3342,664753,7628136,2842,386330,4295834,382,259847,2942502,16,18576,73776,102,..,316024,0,..,0,52,..,24596
"2016","Quarter 4","..Region VIII (Eastern Visayas)",1539,342686,3034334,1248,219756,1877528,181,120064,1068938,16,2866,24122,94,..,63746,0,..,0,19,..,12126
"2016","Quarter 4","..Region IX (Zamboanga Peninsula)",970,105614,744705,796,54844,350256,91,50662,319738,5,108,611,78,..,74101,0,..,0,1,..,454
"2016","Quarter 4","..Region X (Northern Mindanao)",2051,211477,1612472,1745,112522,835508,161,89584,679358,108,9371,65352,37,..,32254,0,..,0,24,..,362
"2016","Quarter 4","..Region XI (Davao Region)",2622,407737,3892374,2070,227223,2140549,332,172700,1507925,29,7814,43734,191,..,200166,0,..,0,12,..,15254
"2016","Quarter 4","..Region XII (SOCCSKSARGEN)",692,178615,1469173,374,34696,266497,238,142062,1141582,12,1857,18337,68,..,42757,7,..,2946,2,..,907
"2016","Quarter 4","..Region XIII (Caraga)",814,98670,710502,612,40420,235578,111,54738,433951,7,3512,6202,84,..,34771,0,..,0,5,..,12342
"2016","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",67,16929,143799,60,14505,96516,5,1526,32405,2,898,14878,0,..,0,0,..,0,1,..,250
"2016","Quarter 4","..Negros Island Region",1956,294775,4062165,1740,220042,3387492,134,74726,571996,1,7,25,81,..,102652,0,..,0,22,..,33663
"2015","Annual","PHILIPPINES",132006,29267249,331592415,97174,15723803,160065906,16126,12793261,143221467,5012,750185,6300500,13694,..,22004542,540,..,71387,1392,..,1802905
"2015","Annual","..National Capital Region (NCR)",12863,9961921,147462254,6435,5758946,79030295,1291,4039477,53308711,474,163498,2162733,4663,..,12960514,399,..,46106,195,..,270505
"2015","Annual","..Cordillera Administrative Region (CAR)",1123,485563,5803248,826,267551,2859210,188,207061,2580385,30,10951,80837,79,..,282815,..,..,..,2,..,562
"2015","Annual","..Region I (Ilocos Region)",7990,1076635,10424190,5801,633687,5409782,1159,412171,4405985,261,30777,207149,769,..,401274,..,..,..,230,..,86979
"2015","Annual","..Region II (Cagayan Valley)",3182,413617,4345847,2189,195834,1603426,538,204215,2408368,152,13568,40380,303,..,293672,75,..,10550,29,..,23874
"2015","Annual","..Region III (Central Luzon)",13991,2765581,24299568,10617,1377216,11184947,1793,1240908,11161215,396,147457,629578,1185,..,1323827,18,..,4544,212,..,353382
"2015","Annual","..Region IV-A (CALABARZON)",32951,5551139,53881586,25842,3311317,28087071,2687,2051903,21189922,2569,187919,1779759,1853,..,2824834,12,..,6716,168,..,313930
"2015","Annual","..MIMAROPA Region",2874,459449,4299787,1872,166346,1274145,866,287950,2764087,38,5153,54550,98,..,207005,1,..,1238,29,..,39168
"2015","Annual","..Region V (Bicol Region)",3487,551145,5277026,2691,283301,1968580,571,264323,3094841,29,3521,30356,196,..,183249,..,..,..,19,..,21689
"2015","Annual","..Region VI (Western Visayas)",4238,966685,11027816,3029,444651,3862517,844,503822,6703875,85,18212,141268,280,..,320156,2,..,20,52,..,266352
"2015","Annual","..Region VII (Central Visayas)",9546,1676406,16328553,7479,927463,7708439,1083,729528,7703160,169,19415,150789,815,..,766165,1,..,50,100,..,89816
"2015","Annual","..Region VIII (Eastern Visayas)",4937,818085,7169052,3857,440954,3138649,603,338957,3424977,77,38174,183198,400,..,422228,3,..,962,54,..,30773
"2015","Annual","..Region IX (Zamboanga Peninsula)",4505,348197,2611971,3669,199102,1230849,478,139749,1193628,159,9346,40124,199,..,147371,..,..,..,13,..,10580
"2015","Annual","..Region X (Northern Mindanao)",8599,999871,8938173,7313,437846,3331045,808,546745,5256696,225,15280,136963,253,..,213469,1,..,28,31,..,26042
"2015","Annual","..Region XI (Davao Region)",8120,1087694,11074901,5964,417369,3436332,1254,624836,6622819,118,45489,310050,784,..,705700,2,..,84,71,..,121550
"2015","Annual","..Region XII (SOCCSKSARGEN)",2846,584522,4759359,1544,163510,1165295,907,399772,3225510,86,21240,166681,309,..,201873,2,..,208,42,..,41906
"2015","Annual","..Region XIII (Caraga)",4548,406743,3165965,3644,215161,1341514,499,186739,1664552,41,4843,32581,364,..,127318,..,..,..,52,..,79740
"2015","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",107,18145,149894,91,12532,90587,14,5613,54837,..,..,..,2,..,4470,..,..,..,2,..,198
"2015","Annual","..Negros Island Region",6099,1095851,10573224,4311,471017,3343222,543,609492,6457899,103,15342,153502,1142,..,618602,5,..,124,91,..,25860
"2015","Quarter 1","PHILIPPINES",31785,7040667,84049522,22210,3717576,41664294,4226,3095406,33360046,1465,227685,2116167,3884,..,6909015,128,..,34242,295,..,320272
"2015","Quarter 1","..National Capital Region (NCR)",3301,2355967,39329654,1676,1352008,22416821,309,966591,11631102,135,37368,975890,1181,..,4305841,117,..,29547,57,..,39701
"2015","Quarter 1","..Cordillera Administrative Region (CAR)",302,177528,2118642,227,84457,857997,51,88649,1214392,10,4422,26219,14,..,20034,..,..,..,1,..,250
"2015","Quarter 1","..Region I (Ilocos Region)",2294,302440,2527306,1661,184013,1536751,349,112484,819669,63,5943,41656,221,..,129230,..,..,..,58,..,11525
"2015","Quarter 1","..Region II (Cagayan Valley)",899,125725,1140237,647,58113,473210,144,58700,551008,25,8912,22453,83,..,93566,..,..,..,6,..,12654
"2015","Quarter 1","..Region III (Central Luzon)",3647,812637,5773301,2595,330067,2727614,516,409316,2439933,133,73254,268023,403,..,337731,4,..,23,29,..,140139
"2015","Quarter 1","..Region IV-A (CALABARZON)",7322,1189377,11965426,5250,693842,6335396,734,431996,4205119,812,63539,574125,526,..,850787,1,..,4498,29,..,47023
"2015","Quarter 1","..MIMAROPA Region",758,136659,1134865,531,47407,358688,175,87872,615356,11,1380,8278,41,..,152543,..,..,..,7,..,6964
"2015","Quarter 1","..Region V (Bicol Region)",886,155896,2065030,651,77958,540944,164,76789,1454453,6,1149,8843,65,..,60789,..,..,..,3,..,5956
"2015","Quarter 1","..Region VI (Western Visayas)",965,248678,2924853,642,96734,784866,231,147841,2031943,19,4103,24910,73,..,83134,..,..,..,6,..,3312
"2015","Quarter 1","..Region VII (Central Visayas)",2102,386726,4709160,1541,237047,1820855,288,145285,2593669,53,4394,35693,220,..,258943,1,..,50,13,..,14212
"2015","Quarter 1","..Region VIII (Eastern Visayas)",1124,185786,1335683,884,133901,872132,125,49436,372216,20,2449,18215,95,..,73120,..,..,..,17,..,13742
"2015","Quarter 1","..Region IX (Zamboanga Peninsula)",1199,92298,709634,922,52769,318617,138,36286,350855,40,3243,15314,99,..,24848,..,..,..,..,..,..
"2015","Quarter 1","..Region X (Northern Mindanao)",1953,209661,1861547,1618,92810,591191,226,113187,1174051,29,3664,26911,80,..,69395,..,..,..,11,..,3617
"2015","Quarter 1","..Region XI (Davao Region)",1997,274769,2654489,1471,88101,709322,283,180114,1762275,27,6554,37618,216,..,145275,..,..,..,6,..,1494
"2015","Quarter 1","..Region XII (SOCCSKSARGEN)",732,155095,1303799,412,44418,310608,227,107153,966637,30,3524,10279,63,..,16275,..,..,..,10,..,4947
"2015","Quarter 1","..Region XIII (Caraga)",827,73311,769417,591,39938,269341,105,32144,448676,12,1229,9112,119,..,42288,..,..,..,15,..,11003
"2015","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",41,6375,54588,30,4374,32165,10,2001,19673,..,..,..,1,..,2750,..,..,..,..,..,..
"2015","Quarter 1","..Negros Island Region",1436,151739,1671891,861,99619,707775,151,49562,709019,40,2558,12629,384,..,242468,5,..,124,27,..,3732
"2015","Quarter 2","PHILIPPINES",35908,7772140,84221738,26523,4166468,38886708,4131,3357923,37063111,1420,247749,1821462,3834,..,6450457,119,..,9726,342,..,378847
"2015","Quarter 2","..National Capital Region (NCR)",3319,2915156,37567681,1656,1496807,17556487,348,1382470,16272355,147,35879,281822,1168,..,3457016,97,..,9105,54,..,142744
"2015","Quarter 2","..Cordillera Administrative Region (CAR)",340,109394,1300950,241,60499,612527,51,43567,580684,16,5328,43502,32,..,64238,..,..,..,..,..,..
"2015","Quarter 2","..Region I (Ilocos Region)",2278,305025,2443124,1633,184771,1596482,299,106907,654137,103,13347,74213,243,..,118292,..,..,..,67,..,25683
"2015","Quarter 2","..Region II (Cagayan Valley)",822,94852,970236,586,50939,411272,139,43328,402528,7,585,4540,90,..,151896,3,..,8,1,..,791
"2015","Quarter 2","..Region III (Central Luzon)",4032,702043,6076374,3070,373285,2987238,474,275217,2247657,122,53541,249824,366,..,591655,3,..,35,37,..,31327
"2015","Quarter 2","..Region IV-A (CALABARZON)",9737,1652821,15964007,7911,977975,7708548,590,604605,6671536,707,70241,593587,529,..,990336,3,..,100,35,..,33706
"2015","Quarter 2","..MIMAROPA Region",706,120072,1412335,387,44566,386789,289,75272,1000144,5,234,8766,25,..,16635,..,..,..,2,..,2468
"2015","Quarter 2","..Region V (Bicol Region)",1338,151981,1344823,1106,94526,642156,159,56351,640279,11,1104,7508,62,..,54880,..,..,..,3,..,2099
"2015","Quarter 2","..Region VI (Western Visayas)",906,214475,2569183,593,91531,832776,211,119953,1621763,25,2991,23383,77,..,91261,2,..,20,9,..,8066
"2015","Quarter 2","..Region VII (Central Visayas)",2075,291686,2955567,1537,176561,1596567,250,104435,976462,62,10690,83625,226,..,298912,..,..,..,29,..,21209
"2015","Quarter 2","..Region VIII (Eastern Visayas)",1498,204575,2197355,1204,130592,920890,167,69893,1128561,19,4090,28275,108,..,119629,1,..,30,16,..,4534
"2015","Quarter 2","..Region IX (Zamboanga Peninsula)",1075,81410,585151,867,40829,237593,128,38783,327793,43,1798,7250,37,..,12514,..,..,..,..,..,..
"2015","Quarter 2","..Region X (Northern Mindanao)",2567,278454,2684402,2183,159905,1400481,226,112719,1146888,44,5830,65333,114,..,71701,1,..,28,14,..,17345
"2015","Quarter 2","..Region XI (Davao Region)",1911,222036,2196510,1294,84239,686049,337,113449,1125266,31,24348,185570,249,..,199624,2,..,84,20,..,73808
"2015","Quarter 2","..Region XII (SOCCSKSARGEN)",683,117154,968838,374,42113,285835,198,69490,602138,29,5551,22796,82,..,58069,1,..,150,3,..,418
"2015","Quarter 2","..Region XIII (Caraga)",1129,104651,748147,895,49126,288518,124,54367,404754,14,1158,10697,96,..,44178,..,..,..,24,..,11517
"2015","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",32,4307,31208,31,4307,29488,..,..,..,..,..,..,1,..,1720,..,..,..,..,..,..
"2015","Quarter 2","..Negros Island Region",1460,202048,2205848,955,103897,707012,141,87117,1260167,35,11034,130769,329,..,107900,..,..,..,28,..,3133
"2015","Quarter 3","PHILIPPINES",31642,7496627,87337820,23522,4009650,43278743,3937,3357248,38019490,1032,129729,1216359,3151,..,4823227,189,..,17115,406,..,535404
"2015","Quarter 3","..National Capital Region (NCR)",3415,2447428,41074292,1720,1476006,22386152,324,939404,15541906,107,32018,294859,1264,..,2851376,96,..,4041,46,..,64208
"2015","Quarter 3","..Cordillera Administrative Region (CAR)",242,98172,1308589,183,64969,770995,43,32073,349940,1,1130,10376,15,..,177277,..,..,..,..,..,..
"2015","Quarter 3","..Region I (Ilocos Region)",1728,218996,1963087,1259,120122,1086838,270,94500,771361,46,4374,36632,153,..,68256,..,..,..,54,..,35029
"2015","Quarter 3","..Region II (Cagayan Valley)",759,106166,850354,533,45354,371212,138,59686,454674,33,1126,5788,55,..,18681,68,..,4078,16,..,7995
"2015","Quarter 3","..Region III (Central Luzon)",3409,647562,5022768,2688,367413,2868820,405,265901,1864451,89,14248,65097,227,..,224400,8,..,4474,97,..,128145
"2015","Quarter 3","..Region IV-A (CALABARZON)",7342,1405446,14617975,5661,783205,7038840,728,585167,6573454,503,37074,478445,450,..,527235,7,..,2068,44,..,175881
"2015","Quarter 3","..MIMAROPA Region",548,80990,598483,375,28669,182332,155,50454,379144,6,1867,24016,12,..,12991,1,..,1238,3,..,4557
"2015","Quarter 3","..Region V (Bicol Region)",739,136822,880383,546,59340,389903,148,76262,441843,10,1220,13538,35,..,35099,..,..,..,4,..,5279
"2015","Quarter 3","..Region VI (Western Visayas)",1122,280274,3575296,838,138379,1290400,188,135017,2147273,24,6878,54732,72,..,82890,..,..,..,22,..,30620
"2015","Quarter 3","..Region VII (Central Visayas)",2515,460548,3972357,1990,270076,2150872,302,187683,1671689,35,2789,19024,188,..,130772,..,..,..,30,..,16465
"2015","Quarter 3","..Region VIII (Eastern Visayas)",1537,236284,2127380,1262,111255,729652,144,119961,1205708,24,5068,35029,107,..,156991,2,..,932,14,..,8750
"2015","Quarter 3","..Region IX (Zamboanga Peninsula)",1117,101217,804210,914,59888,436507,137,39126,319185,30,2203,12481,36,..,36037,..,..,..,10,..,7597
"2015","Quarter 3","..Region X (Northern Mindanao)",1914,188688,1535094,1662,100396,726657,163,86337,755620,46,1955,14515,43,..,38302,..,..,..,3,..,3954
"2015","Quarter 3","..Region XI (Davao Region)",1794,301158,2304734,1293,110095,935836,297,181142,1085136,40,9921,53973,164,..,229789,..,..,..,24,..,25560
"2015","Quarter 3","..Region XII (SOCCSKSARGEN)",661,113244,898948,347,37776,277623,217,70069,492484,15,5399,83712,82,..,45130,1,..,58,9,..,6442
"2015","Quarter 3","..Region XIII (Caraga)",1248,121895,879301,1021,78083,532175,149,42450,328750,8,1362,7892,70,..,10484,..,..,..,5,..,3396
"2015","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",13,4893,41598,10,1821,12371,3,3072,29228,..,..,..,..,..,..,..,..,..,1,..,120
"2015","Quarter 3","..Negros Island Region",1539,546844,4882971,1220,156803,1091558,126,388944,3607645,15,1097,6251,178,..,177517,..,..,..,24,..,11405
"2015","Quarter 4","PHILIPPINES",32671,6957815,75983335,24919,3830109,36236160,3832,2982684,34778820,1095,145022,1146511,2825,..,3821843,104,..,10304,349,..,568382
"2015","Quarter 4","..National Capital Region (NCR)",2828,2243370,29490627,1383,1434125,16670836,310,751012,9863349,85,58233,610162,1050,..,2346280,89,..,3412,38,..,23852
"2015","Quarter 4","..Cordillera Administrative Region (CAR)",239,100469,1075067,175,57626,617691,43,42772,435369,3,71,740,18,..,21266,..,..,..,1,..,312
"2015","Quarter 4","..Region I (Ilocos Region)",1690,250174,3490674,1248,144781,1189711,241,98280,2160818,49,7113,54649,152,..,85496,..,..,..,51,..,14742
"2015","Quarter 4","..Region II (Cagayan Valley)",702,86874,1385020,423,41428,347732,117,42501,1000159,87,2945,7599,75,..,29530,4,..,6463,6,..,2433
"2015","Quarter 4","..Region III (Central Luzon)",2903,603339,7427125,2264,306451,2601274,398,290474,4609174,52,6414,46635,189,..,170041,3,..,12,49,..,53771
"2015","Quarter 4","..Region IV-A (CALABARZON)",8550,1303495,11334179,7020,856295,7004288,635,430135,3739813,547,17065,133602,348,..,456476,1,..,50,60,..,57320
"2015","Quarter 4","..MIMAROPA Region",862,121728,1154105,579,45704,346335,247,74352,769444,16,1672,13490,20,..,24836,..,..,..,17,..,25179
"2015","Quarter 4","..Region V (Bicol Region)",524,106446,986790,388,51477,395577,100,54921,558265,2,48,466,34,..,32482,..,..,..,9,..,8355
"2015","Quarter 4","..Region VI (Western Visayas)",1245,223258,1958484,956,118007,954475,214,101011,902896,17,4240,38243,58,..,62871,..,..,..,15,..,224354
"2015","Quarter 4","..Region VII (Central Visayas)",2854,537446,4691470,2411,243779,2140145,243,292125,2461339,19,1542,12447,181,..,77538,..,..,..,28,..,37929
"2015","Quarter 4","..Region VIII (Eastern Visayas)",778,191440,1508635,507,65206,615975,167,99667,718492,14,26567,101679,90,..,72488,..,..,..,7,..,3747
"2015","Quarter 4","..Region IX (Zamboanga Peninsula)",1114,73272,512976,966,45616,238132,75,25554,195794,46,2102,5079,27,..,73971,..,..,..,3,..,2983
"2015","Quarter 4","..Region X (Northern Mindanao)",2165,323068,2857130,1850,84735,612716,193,234502,2180138,106,3831,30205,16,..,34071,..,..,..,3,..,1126
"2015","Quarter 4","..Region XI (Davao Region)",2418,289731,3919168,1906,134934,1105125,337,150131,2650142,20,4666,32889,155,..,131012,..,..,..,21,..,20689
"2015","Quarter 4","..Region XII (SOCCSKSARGEN)",770,199029,1587774,411,39203,291230,265,153060,1164252,12,6766,49893,82,..,82399,..,..,..,20,..,30098
"2015","Quarter 4","..Region XIII (Caraga)",1344,106886,769100,1137,48014,251480,121,57778,482372,7,1094,4880,79,..,30368,..,..,..,8,..,53824
"2015","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",21,2570,22499,20,2030,16563,1,540,5936,..,..,..,..,..,..,..,..,..,1,..,78
"2015","Quarter 4","..Negros Island Region",1664,195220,1812514,1275,110698,836877,125,83869,881068,13,653,3852,251,..,90717,..,..,..,12,..,7590
"2014","Annual","PHILIPPINES",126875,28668823,366551523,90201,14935518,152755734,15191,12811930,184873176,6207,921375,7396115,15276,..,21526498,592,..,115086,1836,..,2394623
"2014","Annual","..National Capital Region (NCR)",13381,10199776,189236576,6772,5492820,72313534,1146,4401304,102299990,516,305652,2162475,4947,..,12460576,525,..,38864,339,..,367863
"2014","Annual","..Cordillera Administrative Region (CAR)",1460,418944,4007167,1041,212095,2076271,234,194597,1686650,84,12252,74603,101,..,169641,..,..,..,5,..,4475
"2014","Annual","..Region I (Ilocos Region)",7511,970057,8348662,5695,613152,5250128,1058,340272,2555084,242,16633,154654,516,..,388795,1,..,669,216,..,554814
"2014","Annual","..Region II (Cagayan Valley)",3347,736105,4967436,2500,198410,1545499,557,522910,3002232,32,14785,125293,258,..,294410,9,..,57,20,..,55798
"2014","Annual","..Region III (Central Luzon)",16047,3047473,24850697,11852,1611337,12534753,1961,1297385,10187645,643,138751,979028,1591,..,1149269,17,..,2140,136,..,108438
"2014","Annual","..Region IV-A (CALABARZON)",29092,5075028,56634387,21480,2779202,25272624,2642,2030126,25907482,3058,265700,2620977,1912,..,2833303,13,..,71385,548,..,493717
"2014","Annual","..MIMAROPA Region",2508,499304,4174175,1738,177994,1336729,559,312062,2644112,69,9248,47877,142,..,145455,..,..,..,27,..,102950
"2014","Annual","..Region V (Bicol Region)",2830,471298,3617028,2084,247548,1719464,476,219121,1552431,28,4629,45528,242,..,299604,..,..,..,5,..,6110
"2014","Annual","..Region VI (Western Visayas)",5483,1402815,14804975,3851,595610,5419586,972,789509,8520870,118,17696,135957,542,..,728560,6,..,398,118,..,113342
"2014","Annual","..Region VII (Central Visayas)",12440,2287896,24380663,8599,1280786,13411058,1176,964103,9668632,589,43007,318320,2076,..,982652,5,..,499,88,..,63876
"2014","Annual","..Region VIII (Eastern Visayas)",2407,388492,3265446,1569,224532,1458846,384,148204,1376889,92,15756,137120,362,..,292589,5,..,290,91,..,84722
"2014","Annual","..Region IX (Zamboanga Peninsula)",3761,366333,2631923,2868,182153,1133802,456,176243,1334322,154,7937,39671,283,..,124127,1,..,75,3,..,119362
"2014","Annual","..Region X (Northern Mindanao)",8119,780522,6284128,6718,424526,2559451,866,341193,3362926,239,14803,96528,296,..,265221,1,..,33,58,..,51369
"2014","Annual","..Region XI (Davao Region)",11500,1108317,12331381,9168,546952,4370755,1219,529832,6589911,170,31533,344530,943,..,1026185,5,..,397,84,..,178122
"2014","Annual","..Region XII (SOCCSKSARGEN)",2822,523587,3956310,1502,153833,1125684,860,354021,2551437,96,15733,69584,364,..,209604,3,..,51,33,..,11301
"2014","Annual","..Region XIII (Caraga)",3922,367213,2859572,2569,181430,1141279,593,178644,1525296,70,7139,43462,690,..,149533,1,..,222,61,..,75368
"2014","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",245,25663,200990,195,13138,86261,32,12404,107260,7,121,499,11,..,6968,..,..,..,4,..,2986
"2014","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2014","Quarter 1","PHILIPPINES",31589,6943717,69895718,22046,3630829,35675809,3816,3168926,28587689,1578,143962,1405302,4149,..,4226917,162,..,76684,419,..,442794
"2014","Quarter 1","..National Capital Region (NCR)",3307,2301784,29407577,1762,1130873,15285224,298,1145141,11419969,120,25770,243948,1127,..,2458435,138,..,13226,83,..,93434
"2014","Quarter 1","..Cordillera Administrative Region (CAR)",422,99079,940119,284,50860,498431,76,42787,369039,34,5432,21831,28,..,50816,..,..,..,2,..,2070
"2014","Quarter 1","..Region I (Ilocos Region)",1947,242511,2140888,1463,166901,1376174,258,71666,638270,63,3944,30717,163,..,95725,1,..,669,56,..,89957
"2014","Quarter 1","..Region II (Cagayan Valley)",703,111786,1055662,486,40744,331244,127,68054,666411,7,2988,16141,83,..,41864,8,..,56,1,..,117
"2014","Quarter 1","..Region III (Central Luzon)",4206,811040,6215786,3157,457322,3423200,531,324065,2174491,169,29653,413779,349,..,204315,3,..,43,40,..,18166
"2014","Quarter 1","..Region IV-A (CALABARZON)",6913,1164021,10642886,5066,723090,6465664,655,395722,3196914,732,45209,488994,460,..,491313,7,..,62108,109,..,104280
"2014","Quarter 1","..MIMAROPA Region",733,154862,920998,487,45258,297283,173,108104,571856,33,1500,7950,40,..,43907,..,..,..,5,..,24673
"2014","Quarter 1","..Region V (Bicol Region)",816,126712,956089,622,61602,420221,132,63644,436004,8,1466,9641,54,..,90223,..,..,..,2,..,4483
"2014","Quarter 1","..Region VI (Western Visayas)",1200,419586,4084369,864,130158,1069356,204,285177,2790811,24,4251,40755,108,..,183446,2,..,308,17,..,16447
"2014","Quarter 1","..Region VII (Central Visayas)",3748,719810,6955492,2477,431134,3555520,329,280935,3127745,125,7741,43740,817,..,228486,..,..,..,22,..,16360
"2014","Quarter 1","..Region VIII (Eastern Visayas)",420,59515,494010,216,29416,221636,81,29148,242648,20,951,4336,103,..,25388,1,..,40,24,..,19916
"2014","Quarter 1","..Region IX (Zamboanga Peninsula)",1053,90959,677928,804,56492,323773,98,33065,324382,47,1402,3309,104,..,26463,..,..,..,1,..,1000
"2014","Quarter 1","..Region X (Northern Mindanao)",1824,179563,1167852,1376,79478,500330,246,95895,610433,102,4190,27757,100,..,29332,..,..,..,11,..,19803
"2014","Quarter 1","..Region XI (Davao Region)",2483,269969,2747493,1926,147655,1375336,272,117210,1194085,46,5104,30840,239,..,147230,1,..,10,26,..,25880
"2014","Quarter 1","..Region XII (SOCCSKSARGEN)",743,117872,856131,408,37987,279858,208,76832,490739,27,3053,12813,100,..,72720,..,..,..,8,..,3028
"2014","Quarter 1","..Region XIII (Caraga)",958,69706,603441,557,38586,238232,121,29905,323201,15,1215,8468,265,..,33539,1,..,222,12,..,3171
"2014","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",113,4942,28987,91,3273,14319,7,1576,10683,6,93,275,9,..,3708,..,..,..,..,..,..
"2014","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2014","Quarter 2","PHILIPPINES",34238,6582147,73570398,24914,3793045,36523527,3760,2561441,28826599,1706,227661,1956350,3858,..,6263921,159,..,15108,545,..,905858
"2014","Quarter 2","..National Capital Region (NCR)",3450,1989883,29264541,1790,1349337,15766942,248,564079,8701025,145,76467,611319,1267,..,4185254,144,..,14105,85,..,95270
"2014","Quarter 2","..Cordillera Administrative Region (CAR)",352,96426,970675,263,55955,606040,54,39406,322938,12,1065,8598,23,..,33097,..,..,..,1,..,500
"2014","Quarter 2","..Region I (Ilocos Region)",2335,285734,2688075,1864,195599,1803230,243,83032,702109,81,7103,79703,147,..,103031,..,..,..,85,..,402263
"2014","Quarter 2","..Region II (Cagayan Valley)",996,127612,1609490,761,60207,471389,147,67150,1055084,5,255,1825,83,..,81191,..,..,..,5,..,3309
"2014","Quarter 2","..Region III (Central Luzon)",4272,790866,6289629,3245,445470,3341613,495,316550,2386007,178,28846,172264,354,..,389744,5,..,558,43,..,46505
"2014","Quarter 2","..Region IV-A (CALABARZON)",8280,1282884,12832756,6255,769054,7344249,619,444345,4206508,916,69485,718559,490,..,563438,2,..,55,162,..,166512
"2014","Quarter 2","..MIMAROPA Region",713,133280,1360519,513,51973,421795,154,77075,897008,15,4232,17257,31,..,24459,..,..,..,9,..,10300
"2014","Quarter 2","..Region V (Bicol Region)",766,126992,974703,577,68934,514358,110,56570,383422,7,1488,9356,72,..,67565,..,..,..,1,..,1071
"2014","Quarter 2","..Region VI (Western Visayas)",1608,373046,3978880,1148,147293,1367130,282,219376,2413258,48,6377,37885,130,..,160605,4,..,90,33,..,33268
"2014","Quarter 2","..Region VII (Central Visayas)",3425,510951,4795116,2562,243166,2022375,330,260953,2510507,69,6832,37914,464,..,224319,1,..,40,24,..,15510
"2014","Quarter 2","..Region VIII (Eastern Visayas)",512,89689,652996,309,45167,309770,82,37403,235925,25,7119,50080,96,..,57219,2,..,185,24,..,19730
"2014","Quarter 2","..Region IX (Zamboanga Peninsula)",842,79937,538905,630,39606,238418,93,37549,265390,37,2782,14404,82,..,20690,1,..,75,..,..,..
"2014","Quarter 2","..Region X (Northern Mindanao)",2088,193205,2317205,1735,104313,652037,211,84711,1557535,67,4181,31263,75,..,76369,..,..,..,16,..,5005
"2014","Quarter 2","..Region XI (Davao Region)",2696,270243,3633202,2068,121146,988522,306,140402,2320826,62,8695,149190,260,..,174662,..,..,..,23,..,40389
"2014","Quarter 2","..Region XII (SOCCSKSARGEN)",734,121943,886857,391,39573,298273,225,81794,538287,17,576,2718,101,..,47576,..,..,..,8,..,2501
"2014","Quarter 2","..Region XIII (Caraga)",1076,95332,660396,730,51337,346085,142,41837,245668,22,2158,14006,182,..,54636,..,..,..,24,..,60887
